LAT,LON,MO,DY,T2M,RH2M,WS10M
76.875,2025,1,1,24.47,87.24,4.05
76.875,2025,1,1,24.47,87.24,4.39
76.875,2025,1,1,24.47,87.24,4.57
76.875,2025,1,1,24.47,87.24,5.01
76.875,2025,1,1,24.47,83.73,4.76
76.875,2025,1,1,24.47,83.73,3.27
76.875,2025,1,1,24.47,83.73,2.29
76.875,2025,1,1,24.47,83.73,2.19
76.875,2025,1,1,24.47,83.73,3.42
76.875,2025,1,1,24.47,83.73,3.85
76.875,2025,1,1,24.47,83.73,3.68
76.875,2025,1,1,24.47,83.73,4.05
76.875,2025,1,1,24.47,83.73,4.39
76.875,2025,1,1,24.47,83.73,4.57
76.875,2025,1,1,24.47,83.73,5.01
76.875,2025,1,1,24.47,81.8,4.76
76.875,2025,1,1,24.47,81.8,3.27
76.875,2025,1,1,24.47,81.8,2.29
76.875,2025,1,1,24.47,81.8,2.19
76.875,2025,1,1,24.47,81.8,3.42
76.875,2025,1,1,24.47,81.8,3.85
76.875,2025,1,1,24.47,81.8,3.68
76.875,2025,1,1,24.47,81.8,4.05
76.875,2025,1,1,24.47,81.8,4.39
76.875,2025,1,1,24.47,81.8,4.57
76.875,2025,1,1,24.47,81.8,5.01
76.875,2025,1,1,24.47,80.11,4.76
76.875,2025,1,1,24.47,80.11,3.27
76.875,2025,1,1,24.47,80.11,2.29
76.875,2025,1,1,24.47,80.11,2.19
76.875,2025,1,1,24.47,80.11,3.42
76.875,2025,1,1,24.47,80.11,3.85
76.875,2025,1,1,24.47,80.11,3.68
76.875,2025,1,1,24.47,80.11,4.05
76.875,2025,1,1,24.47,80.11,4.39
76.875,2025,1,1,24.47,80.11,4.57
76.875,2025,1,1,24.47,80.11,5.01
76.875,2025,1,1,24.47,78.65,4.76
76.875,2025,1,1,24.47,78.65,3.27
76.875,2025,1,1,24.47,78.65,2.29
76.875,2025,1,1,24.47,78.65,2.19
76.875,2025,1,1,24.47,78.65,3.42
76.875,2025,1,1,24.47,78.65,3.85
76.875,2025,1,1,24.47,78.65,3.68
76.875,2025,1,1,24.47,78.65,4.05
76.875,2025,1,1,24.47,78.65,4.39
76.875,2025,1,1,24.47,78.65,4.57
76.875,2025,1,1,24.47,78.65,5.01
76.875,2025,1,1,24.47,75.59,4.76
76.875,2025,1,1,24.47,75.59,3.27
76.875,2025,1,1,24.47,75.59,2.29
76.875,2025,1,1,24.47,75.59,2.19
76.875,2025,1,1,24.47,75.59,3.42
76.875,2025,1,1,24.47,75.59,3.85
76.875,2025,1,1,24.47,75.59,3.68
76.875,2025,1,1,24.47,75.59,4.05
76.875,2025,1,1,24.47,75.59,4.39
76.875,2025,1,1,24.47,75.59,4.57
76.875,2025,1,1,24.47,75.59,5.01
77.5,2025,1,1,24.95,88.54,4.89
77.5,2025,1,1,24.95,88.54,4.31
77.5,2025,1,1,24.95,88.54,3.01
77.5,2025,1,1,24.95,88.54,3.35
77.5,2025,1,1,24.95,88.54,4.95
77.5,2025,1,1,24.95,88.54,4.92
77.5,2025,1,1,24.95,88.54,3.35
77.5,2025,1,1,24.95,88.54,3.08
77.5,2025,1,1,24.95,88.54,4.55
77.5,2025,1,1,24.95,88.54,5.17
77.5,2025,1,1,24.95,88.54,5.38
77.5,2025,1,1,24.95,86.87,4.89
77.5,2025,1,1,24.95,86.87,4.31
77.5,2025,1,1,24.95,86.87,3.01
77.5,2025,1,1,24.95,86.87,3.35
77.5,2025,1,1,24.95,86.87,4.95
77.5,2025,1,1,24.95,86.87,4.92
77.5,2025,1,1,24.95,86.87,3.35
77.5,2025,1,1,24.95,86.87,3.08
77.5,2025,1,1,24.95,86.87,4.55
77.5,2025,1,1,24.95,86.87,5.17
77.5,2025,1,1,24.95,86.87,5.38
77.5,2025,1,1,24.95,83.24,4.89
77.5,2025,1,1,24.95,83.24,4.31
77.5,2025,1,1,24.95,83.24,3.01
77.5,2025,1,1,24.95,83.24,3.35
77.5,2025,1,1,24.95,83.24,4.95
77.5,2025,1,1,24.95,83.24,4.92
77.5,2025,1,1,24.95,83.24,3.35
77.5,2025,1,1,24.95,83.24,3.08
77.5,2025,1,1,24.95,83.24,4.55
77.5,2025,1,1,24.95,83.24,5.17
77.5,2025,1,1,24.95,83.24,5.38
77.5,2025,1,1,24.95,79.64,4.89
77.5,2025,1,1,24.95,79.64,4.31
77.5,2025,1,1,24.95,79.64,3.01
77.5,2025,1,1,24.95,79.64,3.35
77.5,2025,1,1,24.95,79.64,4.95
77.5,2025,1,1,24.95,79.64,4.92
77.5,2025,1,1,24.95,79.64,3.35
77.5,2025,1,1,24.95,79.64,3.08
77.5,2025,1,1,24.95,79.64,4.55
77.5,2025,1,1,24.95,79.64,5.17
77.5,2025,1,1,24.95,79.64,5.38
77.5,2025,1,1,24.95,76.29,4.89
77.5,2025,1,1,24.95,76.29,4.31
77.5,2025,1,1,24.95,76.29,3.01
77.5,2025,1,1,24.95,76.29,3.35
77.5,2025,1,1,24.95,76.29,4.95
77.5,2025,1,1,24.95,76.29,4.92
77.5,2025,1,1,24.95,76.29,3.35
77.5,2025,1,1,24.95,76.29,3.08
77.5,2025,1,1,24.95,76.29,4.55
77.5,2025,1,1,24.95,76.29,5.17
77.5,2025,1,1,24.95,76.29,5.38
77.5,2025,1,1,24.95,71.45,4.89
77.5,2025,1,1,24.95,71.45,4.31
77.5,2025,1,1,24.95,71.45,3.01
77.5,2025,1,1,24.95,71.45,3.35
77.5,2025,1,1,24.95,71.45,4.95
77.5,2025,1,1,24.95,71.45,4.92
77.5,2025,1,1,24.95,71.45,3.35
77.5,2025,1,1,24.95,71.45,3.08
77.5,2025,1,1,24.95,71.45,4.55
77.5,2025,1,1,24.95,71.45,5.17
77.5,2025,1,1,24.95,71.45,5.38
77.5,2025,1,1,24.95,70.24,4.89
77.5,2025,1,1,24.95,70.24,4.31
77.5,2025,1,1,24.95,70.24,3.01
77.5,2025,1,1,24.95,70.24,3.35
77.5,2025,1,1,24.95,70.24,4.95
77.5,2025,1,1,24.95,70.24,4.92
77.5,2025,1,1,24.95,70.24,3.35
77.5,2025,1,1,24.95,70.24,3.08
77.5,2025,1,1,24.95,70.24,4.55
77.5,2025,1,1,24.95,70.24,5.17
77.5,2025,1,1,24.95,70.24,5.38
77.5,2025,1,1,24.95,73.87,4.89
77.5,2025,1,1,24.95,73.87,4.31
77.5,2025,1,1,24.95,73.87,3.01
77.5,2025,1,1,24.95,73.87,3.35
77.5,2025,1,1,24.95,73.87,4.95
77.5,2025,1,1,24.95,73.87,4.92
77.5,2025,1,1,24.95,73.87,3.35
77.5,2025,1,1,24.95,73.87,3.08
77.5,2025,1,1,24.95,73.87,4.55
77.5,2025,1,1,24.95,73.87,5.17
77.5,2025,1,1,24.95,73.87,5.38
77.5,2025,1,1,24.95,75.54,4.89
77.5,2025,1,1,24.95,75.54,4.31
77.5,2025,1,1,24.95,75.54,3.01
77.5,2025,1,1,24.95,75.54,3.35
77.5,2025,1,1,24.95,75.54,4.95
77.5,2025,1,1,24.95,75.54,4.92
77.5,2025,1,1,24.95,75.54,3.35
77.5,2025,1,1,24.95,75.54,3.08
77.5,2025,1,1,24.95,75.54,4.55
77.5,2025,1,1,24.95,75.54,5.17
77.5,2025,1,1,24.95,75.54,5.38
77.5,2025,1,1,24.95,73.57,4.89
77.5,2025,1,1,24.95,73.57,4.31
77.5,2025,1,1,24.95,73.57,3.01
77.5,2025,1,1,24.95,73.57,3.35
77.5,2025,1,1,24.95,73.57,4.95
77.5,2025,1,1,24.95,73.57,4.92
77.5,2025,1,1,24.95,73.57,3.35
77.5,2025,1,1,24.95,73.57,3.08
77.5,2025,1,1,24.95,73.57,4.55
77.5,2025,1,1,24.95,73.57,5.17
77.5,2025,1,1,24.95,73.57,5.38
77.5,2025,1,1,24.95,70.59,4.89
77.5,2025,1,1,24.95,70.59,4.31
77.5,2025,1,1,24.95,70.59,3.01
77.5,2025,1,1,24.95,70.59,3.35
77.5,2025,1,1,24.95,70.59,4.95
77.5,2025,1,1,24.95,70.59,4.92
77.5,2025,1,1,24.95,70.59,3.35
77.5,2025,1,1,24.95,70.59,3.08
77.5,2025,1,1,24.95,70.59,4.55
77.5,2025,1,1,24.95,70.59,5.17
77.5,2025,1,1,24.95,70.59,5.38
78.125,2025,1,1,26.06,79.99,5.82
78.125,2025,1,1,26.06,79.99,5.23
78.125,2025,1,1,26.06,79.99,3.45
78.125,2025,1,1,26.06,79.99,2.51
78.125,2025,1,1,26.06,79.99,3.93
78.125,2025,1,1,26.06,79.99,4.66
78.125,2025,1,1,26.06,79.99,3.91
78.125,2025,1,1,26.06,79.99,3.8
78.125,2025,1,1,26.06,79.99,5.02
78.125,2025,1,1,26.06,79.99,5.7
78.125,2025,1,1,26.06,79.99,5.81
78.125,2025,1,1,26.06,76.2,5.82
78.125,2025,1,1,26.06,76.2,5.23
78.125,2025,1,1,26.06,76.2,3.45
78.125,2025,1,1,26.06,76.2,2.51
78.125,2025,1,1,26.06,76.2,3.93
78.125,2025,1,1,26.06,76.2,4.66
78.125,2025,1,1,26.06,76.2,3.91
78.125,2025,1,1,26.06,76.2,3.8
78.125,2025,1,1,26.06,76.2,5.02
78.125,2025,1,1,26.06,76.2,5.7
78.125,2025,1,1,26.06,76.2,5.81
78.125,2025,1,1,26.06,73.44,5.82
78.125,2025,1,1,26.06,73.44,5.23
78.125,2025,1,1,26.06,73.44,3.45
78.125,2025,1,1,26.06,73.44,2.51
78.125,2025,1,1,26.06,73.44,3.93
78.125,2025,1,1,26.06,73.44,4.66
78.125,2025,1,1,26.06,73.44,3.91
78.125,2025,1,1,26.06,73.44,3.8
78.125,2025,1,1,26.06,73.44,5.02
78.125,2025,1,1,26.06,73.44,5.7
78.125,2025,1,1,26.06,73.44,5.81
78.125,2025,1,1,26.06,69.27,5.82
78.125,2025,1,1,26.06,69.27,5.23
78.125,2025,1,1,26.06,69.27,3.45
78.125,2025,1,1,26.06,69.27,2.51
78.125,2025,1,1,26.06,69.27,3.93
78.125,2025,1,1,26.06,69.27,4.66
78.125,2025,1,1,26.06,69.27,3.91
78.125,2025,1,1,26.06,69.27,3.8
78.125,2025,1,1,26.06,69.27,5.02
78.125,2025,1,1,26.06,69.27,5.7
78.125,2025,1,1,26.06,69.27,5.81
78.125,2025,1,1,26.06,68.63,5.82
78.125,2025,1,1,26.06,68.63,5.23
78.125,2025,1,1,26.06,68.63,3.45
78.125,2025,1,1,26.06,68.63,2.51
78.125,2025,1,1,26.06,68.63,3.93
78.125,2025,1,1,26.06,68.63,4.66
78.125,2025,1,1,26.06,68.63,3.91
78.125,2025,1,1,26.06,68.63,3.8
78.125,2025,1,1,26.06,68.63,5.02
78.125,2025,1,1,26.06,68.63,5.7
78.125,2025,1,1,26.06,68.63,5.81
78.125,2025,1,1,26.06,67.28,5.82
78.125,2025,1,1,26.06,67.28,5.23
78.125,2025,1,1,26.06,67.28,3.45
78.125,2025,1,1,26.06,67.28,2.51
78.125,2025,1,1,26.06,67.28,3.93
78.125,2025,1,1,26.06,67.28,4.66
78.125,2025,1,1,26.06,67.28,3.91
78.125,2025,1,1,26.06,67.28,3.8
78.125,2025,1,1,26.06,67.28,5.02
78.125,2025,1,1,26.06,67.28,5.7
78.125,2025,1,1,26.06,67.28,5.81
78.125,2025,1,1,26.06,66.28,5.82
78.125,2025,1,1,26.06,66.28,5.23
78.125,2025,1,1,26.06,66.28,3.45
78.125,2025,1,1,26.06,66.28,2.51
78.125,2025,1,1,26.06,66.28,3.93
78.125,2025,1,1,26.06,66.28,4.66
78.125,2025,1,1,26.06,66.28,3.91
78.125,2025,1,1,26.06,66.28,3.8
78.125,2025,1,1,26.06,66.28,5.02
78.125,2025,1,1,26.06,66.28,5.7
78.125,2025,1,1,26.06,66.28,5.81
78.125,2025,1,1,26.06,68.52,5.82
78.125,2025,1,1,26.06,68.52,5.23
78.125,2025,1,1,26.06,68.52,3.45
78.125,2025,1,1,26.06,68.52,2.51
78.125,2025,1,1,26.06,68.52,3.93
78.125,2025,1,1,26.06,68.52,4.66
78.125,2025,1,1,26.06,68.52,3.91
78.125,2025,1,1,26.06,68.52,3.8
78.125,2025,1,1,26.06,68.52,5.02
78.125,2025,1,1,26.06,68.52,5.7
78.125,2025,1,1,26.06,68.52,5.81
78.125,2025,1,1,26.06,69.45,5.82
78.125,2025,1,1,26.06,69.45,5.23
78.125,2025,1,1,26.06,69.45,3.45
78.125,2025,1,1,26.06,69.45,2.51
78.125,2025,1,1,26.06,69.45,3.93
78.125,2025,1,1,26.06,69.45,4.66
78.125,2025,1,1,26.06,69.45,3.91
78.125,2025,1,1,26.06,69.45,3.8
78.125,2025,1,1,26.06,69.45,5.02
78.125,2025,1,1,26.06,69.45,5.7
78.125,2025,1,1,26.06,69.45,5.81
78.125,2025,1,1,26.06,70.02,5.82
78.125,2025,1,1,26.06,70.02,5.23
78.125,2025,1,1,26.06,70.02,3.45
78.125,2025,1,1,26.06,70.02,2.51
78.125,2025,1,1,26.06,70.02,3.93
78.125,2025,1,1,26.06,70.02,4.66
78.125,2025,1,1,26.06,70.02,3.91
78.125,2025,1,1,26.06,70.02,3.8
78.125,2025,1,1,26.06,70.02,5.02
78.125,2025,1,1,26.06,70.02,5.7
78.125,2025,1,1,26.06,70.02,5.81
78.125,2025,1,1,26.06,67.5,5.82
78.125,2025,1,1,26.06,67.5,5.23
78.125,2025,1,1,26.06,67.5,3.45
78.125,2025,1,1,26.06,67.5,2.51
78.125,2025,1,1,26.06,67.5,3.93
78.125,2025,1,1,26.06,67.5,4.66
78.125,2025,1,1,26.06,67.5,3.91
78.125,2025,1,1,26.06,67.5,3.8
78.125,2025,1,1,26.06,67.5,5.02
78.125,2025,1,1,26.06,67.5,5.7
78.125,2025,1,1,26.06,67.5,5.81
78.75,2025,1,1,28.46,86.44,6.83
78.75,2025,1,1,28.46,86.44,6.13
78.75,2025,1,1,28.46,86.44,4.49
78.75,2025,1,1,28.46,86.44,2.81
78.75,2025,1,1,28.46,86.44,3.39
78.75,2025,1,1,28.46,86.44,4.51
78.75,2025,1,1,28.46,86.44,4.39
78.75,2025,1,1,28.46,86.44,4.2
78.75,2025,1,1,28.46,86.44,4.98
78.75,2025,1,1,28.46,86.44,5.57
78.75,2025,1,1,28.46,86.44,5.74
78.75,2025,1,1,28.46,79.31,6.83
78.75,2025,1,1,28.46,79.31,6.13
78.75,2025,1,1,28.46,79.31,4.49
78.75,2025,1,1,28.46,79.31,2.81
78.75,2025,1,1,28.46,79.31,3.39
78.75,2025,1,1,28.46,79.31,4.51
78.75,2025,1,1,28.46,79.31,4.39
78.75,2025,1,1,28.46,79.31,4.2
78.75,2025,1,1,28.46,79.31,4.98
78.75,2025,1,1,28.46,79.31,5.57
78.75,2025,1,1,28.46,79.31,5.74
78.75,2025,1,1,28.46,71.26,6.83
78.75,2025,1,1,28.46,71.26,6.13
78.75,2025,1,1,28.46,71.26,4.49
78.75,2025,1,1,28.46,71.26,2.81
78.75,2025,1,1,28.46,71.26,3.39
78.75,2025,1,1,28.46,71.26,4.51
78.75,2025,1,1,28.46,71.26,4.39
78.75,2025,1,1,28.46,71.26,4.2
78.75,2025,1,1,28.46,71.26,4.98
78.75,2025,1,1,28.46,71.26,5.57
78.75,2025,1,1,28.46,71.26,5.74
78.75,2025,1,1,28.46,65.6,6.83
78.75,2025,1,1,28.46,65.6,6.13
78.75,2025,1,1,28.46,65.6,4.49
78.75,2025,1,1,28.46,65.6,2.81
78.75,2025,1,1,28.46,65.6,3.39
78.75,2025,1,1,28.46,65.6,4.51
78.75,2025,1,1,28.46,65.6,4.39
78.75,2025,1,1,28.46,65.6,4.2
78.75,2025,1,1,28.46,65.6,4.98
78.75,2025,1,1,28.46,65.6,5.57
78.75,2025,1,1,28.46,65.6,5.74
78.75,2025,1,1,28.46,64.13,6.83
78.75,2025,1,1,28.46,64.13,6.13
78.75,2025,1,1,28.46,64.13,4.49
78.75,2025,1,1,28.46,64.13,2.81
78.75,2025,1,1,28.46,64.13,3.39
78.75,2025,1,1,28.46,64.13,4.51
78.75,2025,1,1,28.46,64.13,4.39
78.75,2025,1,1,28.46,64.13,4.2
78.75,2025,1,1,28.46,64.13,4.98
78.75,2025,1,1,28.46,64.13,5.57
78.75,2025,1,1,28.46,64.13,5.74
78.75,2025,1,1,28.46,62.94,6.83
78.75,2025,1,1,28.46,62.94,6.13
78.75,2025,1,1,28.46,62.94,4.49
78.75,2025,1,1,28.46,62.94,2.81
78.75,2025,1,1,28.46,62.94,3.39
78.75,2025,1,1,28.46,62.94,4.51
78.75,2025,1,1,28.46,62.94,4.39
78.75,2025,1,1,28.46,62.94,4.2
78.75,2025,1,1,28.46,62.94,4.98
78.75,2025,1,1,28.46,62.94,5.57
78.75,2025,1,1,28.46,62.94,5.74
78.75,2025,1,1,28.46,61.04,6.83
78.75,2025,1,1,28.46,61.04,6.13
78.75,2025,1,1,28.46,61.04,4.49
78.75,2025,1,1,28.46,61.04,2.81
78.75,2025,1,1,28.46,61.04,3.39
78.75,2025,1,1,28.46,61.04,4.51
78.75,2025,1,1,28.46,61.04,4.39
78.75,2025,1,1,28.46,61.04,4.2
78.75,2025,1,1,28.46,61.04,4.98
78.75,2025,1,1,28.46,61.04,5.57
78.75,2025,1,1,28.46,61.04,5.74
78.75,2025,1,1,28.46,60.94,6.83
78.75,2025,1,1,28.46,60.94,6.13
78.75,2025,1,1,28.46,60.94,4.49
78.75,2025,1,1,28.46,60.94,2.81
78.75,2025,1,1,28.46,60.94,3.39
78.75,2025,1,1,28.46,60.94,4.51
78.75,2025,1,1,28.46,60.94,4.39
78.75,2025,1,1,28.46,60.94,4.2
78.75,2025,1,1,28.46,60.94,4.98
78.75,2025,1,1,28.46,60.94,5.57
78.75,2025,1,1,28.46,60.94,5.74
78.75,2025,1,1,28.46,61.17,6.83
78.75,2025,1,1,28.46,61.17,6.13
78.75,2025,1,1,28.46,61.17,4.49
78.75,2025,1,1,28.46,61.17,2.81
78.75,2025,1,1,28.46,61.17,3.39
78.75,2025,1,1,28.46,61.17,4.51
78.75,2025,1,1,28.46,61.17,4.39
78.75,2025,1,1,28.46,61.17,4.2
78.75,2025,1,1,28.46,61.17,4.98
78.75,2025,1,1,28.46,61.17,5.57
78.75,2025,1,1,28.46,61.17,5.74
78.75,2025,1,1,28.46,59.38,6.83
78.75,2025,1,1,28.46,59.38,6.13
78.75,2025,1,1,28.46,59.38,4.49
78.75,2025,1,1,28.46,59.38,2.81
78.75,2025,1,1,28.46,59.38,3.39
78.75,2025,1,1,28.46,59.38,4.51
78.75,2025,1,1,28.46,59.38,4.39
78.75,2025,1,1,28.46,59.38,4.2
78.75,2025,1,1,28.46,59.38,4.98
78.75,2025,1,1,28.46,59.38,5.57
78.75,2025,1,1,28.46,59.38,5.74
78.75,2025,1,1,28.46,58.32,6.83
78.75,2025,1,1,28.46,58.32,6.13
78.75,2025,1,1,28.46,58.32,4.49
78.75,2025,1,1,28.46,58.32,2.81
78.75,2025,1,1,28.46,58.32,3.39
78.75,2025,1,1,28.46,58.32,4.51
78.75,2025,1,1,28.46,58.32,4.39
78.75,2025,1,1,28.46,58.32,4.2
78.75,2025,1,1,28.46,58.32,4.98
78.75,2025,1,1,28.46,58.32,5.57
78.75,2025,1,1,28.46,58.32,5.74
79.375,2025,1,1,31.07,87.36,7.5
79.375,2025,1,1,31.07,87.36,7.03
79.375,2025,1,1,31.07,87.36,5.74
79.375,2025,1,1,31.07,87.36,4.16
79.375,2025,1,1,31.07,87.36,3.93
79.375,2025,1,1,31.07,87.36,4.52
79.375,2025,1,1,31.07,87.36,4.42
79.375,2025,1,1,31.07,87.36,3.89
79.375,2025,1,1,31.07,87.36,4.09
79.375,2025,1,1,31.07,87.36,4.41
79.375,2025,1,1,31.07,87.36,4.42
79.375,2025,1,1,31.07,83.08,7.5
79.375,2025,1,1,31.07,83.08,7.03
79.375,2025,1,1,31.07,83.08,5.74
79.375,2025,1,1,31.07,83.08,4.16
79.375,2025,1,1,31.07,83.08,3.93
79.375,2025,1,1,31.07,83.08,4.52
79.375,2025,1,1,31.07,83.08,4.42
79.375,2025,1,1,31.07,83.08,3.89
79.375,2025,1,1,31.07,83.08,4.09
79.375,2025,1,1,31.07,83.08,4.41
79.375,2025,1,1,31.07,83.08,4.42
79.375,2025,1,1,31.07,79.28,7.5
79.375,2025,1,1,31.07,79.28,7.03
79.375,2025,1,1,31.07,79.28,5.74
79.375,2025,1,1,31.07,79.28,4.16
79.375,2025,1,1,31.07,79.28,3.93
79.375,2025,1,1,31.07,79.28,4.52
79.375,2025,1,1,31.07,79.28,4.42
79.375,2025,1,1,31.07,79.28,3.89
79.375,2025,1,1,31.07,79.28,4.09
79.375,2025,1,1,31.07,79.28,4.41
79.375,2025,1,1,31.07,79.28,4.42
79.375,2025,1,1,31.07,72.46,7.5
79.375,2025,1,1,31.07,72.46,7.03
79.375,2025,1,1,31.07,72.46,5.74
79.375,2025,1,1,31.07,72.46,4.16
79.375,2025,1,1,31.07,72.46,3.93
79.375,2025,1,1,31.07,72.46,4.52
79.375,2025,1,1,31.07,72.46,4.42
79.375,2025,1,1,31.07,72.46,3.89
79.375,2025,1,1,31.07,72.46,4.09
79.375,2025,1,1,31.07,72.46,4.41
79.375,2025,1,1,31.07,72.46,4.42
79.375,2025,1,1,31.07,66.41,7.5
79.375,2025,1,1,31.07,66.41,7.03
79.375,2025,1,1,31.07,66.41,5.74
79.375,2025,1,1,31.07,66.41,4.16
79.375,2025,1,1,31.07,66.41,3.93
79.375,2025,1,1,31.07,66.41,4.52
79.375,2025,1,1,31.07,66.41,4.42
79.375,2025,1,1,31.07,66.41,3.89
79.375,2025,1,1,31.07,66.41,4.09
79.375,2025,1,1,31.07,66.41,4.41
79.375,2025,1,1,31.07,66.41,4.42
79.375,2025,1,1,31.07,62.03,7.5
79.375,2025,1,1,31.07,62.03,7.03
79.375,2025,1,1,31.07,62.03,5.74
79.375,2025,1,1,31.07,62.03,4.16
79.375,2025,1,1,31.07,62.03,3.93
79.375,2025,1,1,31.07,62.03,4.52
79.375,2025,1,1,31.07,62.03,4.42
79.375,2025,1,1,31.07,62.03,3.89
79.375,2025,1,1,31.07,62.03,4.09
79.375,2025,1,1,31.07,62.03,4.41
79.375,2025,1,1,31.07,62.03,4.42
79.375,2025,1,1,31.07,58.42,7.5
79.375,2025,1,1,31.07,58.42,7.03
79.375,2025,1,1,31.07,58.42,5.74
79.375,2025,1,1,31.07,58.42,4.16
79.375,2025,1,1,31.07,58.42,3.93
79.375,2025,1,1,31.07,58.42,4.52
79.375,2025,1,1,31.07,58.42,4.42
79.375,2025,1,1,31.07,58.42,3.89
79.375,2025,1,1,31.07,58.42,4.09
79.375,2025,1,1,31.07,58.42,4.41
79.375,2025,1,1,31.07,58.42,4.42
79.375,2025,1,1,31.07,56.39,7.5
79.375,2025,1,1,31.07,56.39,7.03
79.375,2025,1,1,31.07,56.39,5.74
79.375,2025,1,1,31.07,56.39,4.16
79.375,2025,1,1,31.07,56.39,3.93
79.375,2025,1,1,31.07,56.39,4.52
79.375,2025,1,1,31.07,56.39,4.42
79.375,2025,1,1,31.07,56.39,3.89
79.375,2025,1,1,31.07,56.39,4.09
79.375,2025,1,1,31.07,56.39,4.41
79.375,2025,1,1,31.07,56.39,4.42
79.375,2025,1,1,31.07,55.65,7.5
79.375,2025,1,1,31.07,55.65,7.03
79.375,2025,1,1,31.07,55.65,5.74
79.375,2025,1,1,31.07,55.65,4.16
79.375,2025,1,1,31.07,55.65,3.93
79.375,2025,1,1,31.07,55.65,4.52
79.375,2025,1,1,31.07,55.65,4.42
79.375,2025,1,1,31.07,55.65,3.89
79.375,2025,1,1,31.07,55.65,4.09
79.375,2025,1,1,31.07,55.65,4.41
79.375,2025,1,1,31.07,55.65,4.42
79.375,2025,1,1,31.07,53.91,7.5
79.375,2025,1,1,31.07,53.91,7.03
79.375,2025,1,1,31.07,53.91,5.74
79.375,2025,1,1,31.07,53.91,4.16
79.375,2025,1,1,31.07,53.91,3.93
79.375,2025,1,1,31.07,53.91,4.52
79.375,2025,1,1,31.07,53.91,4.42
79.375,2025,1,1,31.07,53.91,3.89
79.375,2025,1,1,31.07,53.91,4.09
79.375,2025,1,1,31.07,53.91,4.41
79.375,2025,1,1,31.07,53.91,4.42
79.375,2025,1,1,31.07,53.86,7.5
79.375,2025,1,1,31.07,53.86,7.03
79.375,2025,1,1,31.07,53.86,5.74
79.375,2025,1,1,31.07,53.86,4.16
79.375,2025,1,1,31.07,53.86,3.93
79.375,2025,1,1,31.07,53.86,4.52
79.375,2025,1,1,31.07,53.86,4.42
79.375,2025,1,1,31.07,53.86,3.89
79.375,2025,1,1,31.07,53.86,4.09
79.375,2025,1,1,31.07,53.86,4.41
79.375,2025,1,1,31.07,53.86,4.42
80.0,2025,1,1,31.15,83.5,6.3
80.0,2025,1,1,31.15,83.5,6.14
80.0,2025,1,1,31.15,83.5,5.87
80.0,2025,1,1,31.15,83.5,5.26
80.0,2025,1,1,31.15,83.5,5.06
80.0,2025,1,1,31.15,83.5,5.23
80.0,2025,1,1,31.15,83.5,5.2
80.0,2025,1,1,31.15,83.5,4.8
80.0,2025,1,1,31.15,83.5,4.36
80.0,2025,1,1,31.15,83.5,4.01
80.0,2025,1,1,31.15,83.5,3.65
80.0,2025,1,1,31.15,80.34,6.3
80.0,2025,1,1,31.15,80.34,6.14
80.0,2025,1,1,31.15,80.34,5.87
80.0,2025,1,1,31.15,80.34,5.26
80.0,2025,1,1,31.15,80.34,5.06
80.0,2025,1,1,31.15,80.34,5.23
80.0,2025,1,1,31.15,80.34,5.2
80.0,2025,1,1,31.15,80.34,4.8
80.0,2025,1,1,31.15,80.34,4.36
80.0,2025,1,1,31.15,80.34,4.01
80.0,2025,1,1,31.15,80.34,3.65
80.0,2025,1,1,31.15,79.99,6.3
80.0,2025,1,1,31.15,79.99,6.14
80.0,2025,1,1,31.15,79.99,5.87
80.0,2025,1,1,31.15,79.99,5.26
80.0,2025,1,1,31.15,79.99,5.06
80.0,2025,1,1,31.15,79.99,5.23
80.0,2025,1,1,31.15,79.99,5.2
80.0,2025,1,1,31.15,79.99,4.8
80.0,2025,1,1,31.15,79.99,4.36
80.0,2025,1,1,31.15,79.99,4.01
80.0,2025,1,1,31.15,79.99,3.65
80.0,2025,1,1,31.15,79.46,6.3
80.0,2025,1,1,31.15,79.46,6.14
80.0,2025,1,1,31.15,79.46,5.87
80.0,2025,1,1,31.15,79.46,5.26
80.0,2025,1,1,31.15,79.46,5.06
80.0,2025,1,1,31.15,79.46,5.23
80.0,2025,1,1,31.15,79.46,5.2
80.0,2025,1,1,31.15,79.46,4.8
80.0,2025,1,1,31.15,79.46,4.36
80.0,2025,1,1,31.15,79.46,4.01
80.0,2025,1,1,31.15,79.46,3.65
80.0,2025,1,1,31.15,76.31,6.3
80.0,2025,1,1,31.15,76.31,6.14
80.0,2025,1,1,31.15,76.31,5.87
80.0,2025,1,1,31.15,76.31,5.26
80.0,2025,1,1,31.15,76.31,5.06
80.0,2025,1,1,31.15,76.31,5.23
80.0,2025,1,1,31.15,76.31,5.2
80.0,2025,1,1,31.15,76.31,4.8
80.0,2025,1,1,31.15,76.31,4.36
80.0,2025,1,1,31.15,76.31,4.01
80.0,2025,1,1,31.15,76.31,3.65
80.0,2025,1,1,31.15,72.42,6.3
80.0,2025,1,1,31.15,72.42,6.14
80.0,2025,1,1,31.15,72.42,5.87
80.0,2025,1,1,31.15,72.42,5.26
80.0,2025,1,1,31.15,72.42,5.06
80.0,2025,1,1,31.15,72.42,5.23
80.0,2025,1,1,31.15,72.42,5.2
80.0,2025,1,1,31.15,72.42,4.8
80.0,2025,1,1,31.15,72.42,4.36
