LAT,LON,YEAR,MO,DY,rh2m,t2m,ws10m
11.5,80.0,2020,10,1,79.73,28.09,4.88
12.0,76.25,2020,10,1,86.6,22.29,2.62
12.0,76.875,2020,10,1,81.14,22.71,3.33
12.0,77.5,2020,10,1,82.43,23.08,2.44
12.0,78.125,2020,10,1,81.5,24.11,2.93
12.0,78.75,2020,10,1,82.02,24.91,3.34
12.0,79.375,2020,10,1,79.59,27.06,3.34
12.0,80.0,2020,10,1,79.71,28.11,4.16
12.5,76.25,2020,10,1,83.91,22.16,3.14
12.5,76.875,2020,10,1,80.89,22.99,3.75
12.5,77.5,2020,10,1,81.81,22.72,3.91
12.5,78.125,2020,10,1,81.92,23.27,4.23
12.5,78.75,2020,10,1,81.65,24.86,3.78
12.5,79.375,2020,10,1,80.68,26.54,3.34
12.5,80.0,2020,10,1,79.66,27.83,3.55
13.0,76.25,2020,10,1,86.22,21.23,3.11
13.0,76.875,2020,10,1,83.41,21.78,3.88
13.0,77.5,2020,10,1,83.0,21.7,4.37
13.0,78.125,2020,10,1,83.52,22.26,4.9
13.0,78.75,2020,10,1,82.78,24.08,4.42
13.0,79.375,2020,10,1,81.09,26.13,3.59
13.0,80.0,2020,10,1,79.05,27.72,3.58
13.5,76.25,2020,10,1,87.45,21.05,3.04
13.5,76.875,2020,10,1,85.91,21.33,3.97
13.5,77.5,2020,10,1,84.48,21.77,4.34
13.5,78.125,2020,10,1,85.63,22.12,4.99
13.5,78.75,2020,10,1,84.09,23.5,5.09
13.5,79.375,2020,10,1,81.5,25.68,4.16
13.5,80.0,2020,10,1,78.51,27.77,4.19
8.5,76.25,2020,10,2,85.77,27.03,5.52
8.5,76.875,2020,10,2,89.82,25.82,4.61
8.5,77.5,2020,10,2,84.41,25.44,4.98
8.5,78.125,2020,10,2,75.43,28.43,6.51
8.5,78.75,2020,10,2,84.62,27.58,8.2
8.5,79.375,2020,10,2,85.2,27.47,8.9
8.5,80.0,2020,10,2,79.69,27.71,7.76
9.0,76.25,2020,10,2,85.48,26.81,4.8
9.0,76.875,2020,10,2,89.43,24.87,2.96
9.0,77.5,2020,10,2,83.84,25.2,4.49
9.0,78.125,2020,10,2,69.91,28.85,5.62
9.0,78.75,2020,10,2,75.29,28.81,6.97
9.0,79.375,2020,10,2,81.32,28.12,8.48
9.0,80.0,2020,10,2,78.4,28.09,7.92
9.5,76.25,2020,10,2,85.19,26.61,3.99
9.5,76.875,2020,10,2,88.99,23.53,1.97
9.5,77.5,2020,10,2,81.39,24.37,2.72
9.5,78.125,2020,10,2,68.42,28.39,3.1
9.5,78.75,2020,10,2,67.16,29.22,4.17
9.5,79.375,2020,10,2,77.92,28.58,6.74
9.5,80.0,2020,10,2,79.83,28.23,7.71
10.0,76.25,2020,10,2,87.64,25.9,2.91
10.0,76.875,2020,10,2,90.6,21.75,1.58
10.0,77.5,2020,10,2,81.3,22.57,2.57
10.0,78.125,2020,10,2,68.39,27.09,2.16
10.0,78.75,2020,10,2,67.12,28.44,2.13
10.0,79.375,2020,10,2,75.89,28.49,4.44
10.0,80.0,2020,10,2,80.26,28.37,6.74
10.5,76.25,2020,10,2,89.33,25.32,2.67
10.5,76.875,2020,10,2,91.16,22.62,2.65
10.5,77.5,2020,10,2,81.43,23.65,4.28
10.5,78.125,2020,10,2,72.79,26.36,3.6
10.5,78.75,2020,10,2,72.65,27.54,3.05
10.5,79.375,2020,10,2,76.61,28.03,3.63
10.5,80.0,2020,10,2,80.03,28.38,5.92
11.0,76.25,2020,10,2,89.45,23.75,2.15
11.0,76.875,2020,10,2,87.01,23.25,3.0
11.0,77.5,2020,10,2,77.53,25.8,4.29
11.0,78.125,2020,10,2,76.16,26.42,3.99
11.0,78.75,2020,10,2,76.71,26.86,3.78
11.0,79.375,2020,10,2,77.03,27.78,3.66
11.0,80.0,2020,10,2,79.86,28.34,5.32
11.5,76.25,2020,10,2,88.2,22.3,1.84
11.5,76.875,2020,10,2,82.26,22.8,2.7
11.5,77.5,2020,10,2,77.16,25.54,2.48
11.5,78.125,2020,10,2,76.84,26.13,2.78
11.5,78.75,2020,10,2,77.04,26.23,3.08
11.5,79.375,2020,10,2,75.18,27.91,3.18
11.5,80.0,2020,10,2,78.82,28.41,4.58
12.0,76.25,2020,10,2,86.17,22.2,2.31
12.0,76.875,2020,10,2,81.41,23.08,2.74
12.0,77.5,2020,10,2,81.9,23.9,1.93
12.0,78.125,2020,10,2,78.4,25.16,2.34
12.0,78.75,2020,10,2,76.23,25.93,2.48
12.0,79.375,2020,10,2,74.02,27.9,2.57
12.0,80.0,2020,10,2,77.98,28.43,3.8
12.5,76.25,2020,10,2,85.14,22.17,2.5
12.5,76.875,2020,10,2,83.12,23.32,2.75
12.5,77.5,2020,10,2,83.61,23.33,2.64
12.5,78.125,2020,10,2,79.98,24.24,2.73
12.5,78.75,2020,10,2,75.81,25.98,2.35
12.5,79.375,2020,10,2,75.19,27.47,2.33
12.5,80.0,2020,10,2,78.6,28.21,3.23
13.0,76.25,2020,10,2,86.3,21.91,2.44
13.0,76.875,2020,10,2,84.11,22.82,2.56
13.0,77.5,2020,10,2,83.55,22.67,2.66
13.0,78.125,2020,10,2,81.21,23.28,2.96
13.0,78.75,2020,10,2,77.28,25.26,2.9
13.0,79.375,2020,10,2,75.1,27.22,2.54
13.0,80.0,2020,10,2,76.64,28.25,2.92
13.5,76.25,2020,10,2,85.21,22.6,2.43
13.5,76.875,2020,10,2,83.99,22.94,2.7
13.5,77.5,2020,10,2,83.15,22.85,2.88
13.5,78.125,2020,10,2,83.13,22.93,3.31
13.5,78.75,2020,10,2,80.68,24.18,3.7
13.5,79.375,2020,10,2,77.22,26.44,3.4
13.5,80.0,2020,10,2,74.91,28.35,3.17
8.5,76.25,2020,10,3,84.78,27.12,5.23
8.5,76.875,2020,10,3,89.14,25.8,4.45
8.5,77.5,2020,10,3,84.06,25.26,5.11
8.5,78.125,2020,10,3,74.85,28.33,6.58
8.5,78.75,2020,10,3,83.02,27.83,7.91
8.5,79.375,2020,10,3,84.85,27.62,8.79
8.5,80.0,2020,10,3,79.74,27.79,7.91
9.0,76.25,2020,10,3,83.89,27.01,4.77
9.0,76.875,2020,10,3,90.45,24.57,2.92
9.0,77.5,2020,10,3,86.08,24.6,4.34
9.0,78.125,2020,10,3,72.49,27.94,5.91
9.0,78.75,2020,10,3,75.58,28.62,7.12
9.0,79.375,2020,10,3,80.57,28.31,8.27
9.0,80.0,2020,10,3,78.67,28.2,7.83
9.5,76.25,2020,10,3,81.81,27.04,4.25
9.5,76.875,2020,10,3,89.44,23.37,2.02
9.5,77.5,2020,10,3,83.27,23.84,2.86
9.5,78.125,2020,10,3,71.45,27.53,4.01
9.5,78.75,2020,10,3,70.35,28.56,4.9
9.5,79.375,2020,10,3,77.51,28.64,6.7
9.5,80.0,2020,10,3,79.7,28.33,7.61
10.0,76.25,2020,10,3,84.81,26.32,3.33
10.0,76.875,2020,10,3,89.94,21.87,1.8
10.0,77.5,2020,10,3,80.75,22.71,2.94
10.0,78.125,2020,10,3,70.43,26.93,2.78
10.0,78.75,2020,10,3,71.11,27.76,2.75
10.0,79.375,2020,10,3,75.99,28.36,4.4
10.0,80.0,2020,10,3,79.68,28.46,6.58
10.5,76.25,2020,10,3,87.37,25.72,3.06
10.5,76.875,2020,10,3,89.44,23.01,3.04
10.5,77.5,2020,10,3,79.14,24.3,4.67
10.5,78.125,2020,10,3,73.09,26.57,3.77
10.5,78.75,2020,10,3,76.16,26.81,3.24
10.5,79.375,2020,10,3,78.01,27.44,3.57
10.5,80.0,2020,10,3,79.57,28.28,5.6
11.0,76.25,2020,10,3,88.87,23.98,2.39
11.0,76.875,2020,10,3,86.26,23.51,3.55
11.0,77.5,2020,10,3,77.33,26.12,4.46
11.0,78.125,2020,10,3,77.73,26.18,3.81
11.0,78.75,2020,10,3,81.03,25.73,3.88
11.0,79.375,2020,10,3,81.04,26.53,4.04
11.0,80.0,2020,10,3,80.92,27.76,5.6
11.5,76.25,2020,10,3,90.53,22.05,2.0
11.5,76.875,2020,10,3,85.42,22.21,3.25
11.5,77.5,2020,10,3,80.16,24.97,2.68
11.5,78.125,2020,10,3,82.66,25.04,2.83
11.5,78.75,2020,10,3,84.77,24.51,3.76
11.5,79.375,2020,10,3,83.65,25.92,4.5
11.5,80.0,2020,10,3,83.51,27.29,6.23
12.0,76.25,2020,10,3,91.35,21.45,2.65
12.0,76.875,2020,10,3,87.83,21.77,3.31
12.0,77.5,2020,10,3,85.81,22.86,2.62
12.0,78.125,2020,10,3,86.34,23.76,3.22
12.0,78.75,2020,10,3,87.36,24.01,3.79
12.0,79.375,2020,10,3,85.9,25.73,4.5
12.0,80.0,2020,10,3,85.18,27.25,6.26
12.5,76.25,2020,10,3,90.32,21.35,3.1
12.5,76.875,2020,10,3,87.63,22.37,3.67
12.5,77.5,2020,10,3,86.56,22.6,4.15
12.5,78.125,2020,10,3,86.01,23.41,4.33
12.5,78.75,2020,10,3,85.89,24.77,3.71
12.5,79.375,2020,10,3,84.83,26.32,3.71
12.5,80.0,2020,10,3,83.8,27.72,4.93
13.0,76.25,2020,10,3,89.55,21.3,3.2
13.0,76.875,2020,10,3,87.14,22.32,3.68
13.0,77.5,2020,10,3,87.43,22.32,4.28
13.0,78.125,2020,10,3,86.76,23.02,4.39
13.0,78.75,2020,10,3,83.94,24.96,3.73
13.0,79.375,2020,10,3,82.05,26.93,3.09
13.0,80.0,2020,10,3,81.57,28.17,3.6
13.5,76.25,2020,10,3,89.0,21.84,3.12
13.5,76.875,2020,10,3,88.41,22.39,3.71
13.5,77.5,2020,10,3,87.85,22.56,4.04
13.5,78.125,2020,10,3,86.91,23.01,4.39
13.5,78.75,2020,10,3,84.37,24.26,4.66
13.5,79.375,2020,10,3,81.34,26.36,3.9
13.5,80.0,2020,10,3,79.82,28.13,3.87
8.5,76.25,2020,10,4,83.56,27.22,6.06
8.5,76.875,2020,10,4,87.69,25.86,5.07
8.5,77.5,2020,10,4,82.16,25.39,5.45
8.5,78.125,2020,10,4,71.55,28.62,6.67
8.5,78.75,2020,10,4,79.99,28.04,7.93
8.5,79.375,2020,10,4,82.03,27.77,8.63
8.5,80.0,2020,10,4,76.71,27.84,7.63
9.0,76.25,2020,10,4,83.03,27.0,5.46
9.0,76.875,2020,10,4,88.25,24.69,3.27
9.0,77.5,2020,10,4,83.07,24.79,4.45
9.0,78.125,2020,10,4,67.08,28.75,5.74
9.0,78.75,2020,10,4,71.02,29.11,6.67
9.0,79.375,2020,10,4,77.14,28.52,7.94
9.0,80.0,2020,10,4,74.96,28.35,7.31
9.5,76.25,2020,10,4,82.62,26.83,4.75
9.5,76.875,2020,10,4,88.09,23.4,2.26
9.5,77.5,2020,10,4,81.04,23.84,2.89
9.5,78.125,2020,10,4,65.85,28.3,3.69
9.5,78.75,2020,10,4,63.32,29.7,4.09
9.5,79.375,2020,10,4,72.32,29.1,5.75
9.5,80.0,2020,10,4,75.1,28.55,6.88
10.0,76.25,2020,10,4,85.46,26.07,3.58
10.0,76.875,2020,10,4,89.56,21.71,1.86
10.0,77.5,2020,10,4,79.59,22.26,2.91
10.0,78.125,2020,10,4,66.79,27.2,2.94
10.0,78.75,2020,10,4,65.41,28.68,3.09
10.0,79.375,2020,10,4,70.83,28.83,3.51
10.0,80.0,2020,10,4,74.47,28.63,5.88
10.5,76.25,2020,10,4,86.66,25.63,3.22
10.5,76.875,2020,10,4,88.93,22.94,2.94
10.5,77.5,2020,10,4,78.42,23.88,4.38
10.5,78.125,2020,10,4,70.86,26.77,3.89
10.5,78.75,2020,10,4,71.57,27.49,3.65
10.5,79.375,2020,10,4,73.0,27.91,3.6
10.5,80.0,2020,10,4,74.82,28.36,5.35
11.0,76.25,2020,10,4,87.17,24.09,2.57
11.0,76.875,2020,10,4,84.79,23.74,3.26
11.0,77.5,2020,10,4,75.78,26.21,4.1
11.0,78.125,2020,10,4,75.22,26.7,3.68
11.0,78.75,2020,10,4,76.8,26.62,3.7
11.0,79.375,2020,10,4,75.89,27.4,3.88
11.0,80.0,2020,10,4,76.76,28.14,5.2
11.5,76.25,2020,10,4,88.54,22.39,2.13
11.5,76.875,2020,10,4,82.29,22.9,2.86
11.5,77.5,2020,10,4,77.57,25.49,2.3
11.5,78.125,2020,10,4,79.6,25.83,2.64
11.5,78.75,2020,10,4,80.41,25.73,3.4
11.5,79.375,2020,10,4,77.23,27.46,3.82
11.5,80.0,2020,10,4,78.42,28.25,5.01
12.0,76.25,2020,10,4,88.71,21.9,2.63
12.0,76.875,2020,10,4,83.48,22.58,3.15
12.0,77.5,2020,10,4,83.82,23.27,2.36
12.0,78.125,2020,10,4,83.58,24.32,2.91
12.0,78.75,2020,10,4,82.26,25.0,3.54
12.0,79.375,2020,10,4,78.26,27.2,3.96
12.0,80.0,2020,10,4,78.98,28.27,5.0
12.5,76.25,2020,10,4,87.63,21.55,2.96
12.5,76.875,2020,10,4,85.46,22.44,3.58
12.5,77.5,2020,10,4,86.26,22.33,3.74
12.5,78.125,2020,10,4,84.08,23.07,4.03
12.5,78.75,2020,10,4,82.23,24.58,4.04
12.5,79.375,2020,10,4,80.2,26.47,4.28
12.5,80.0,2020,10,4,79.97,27.91,5.22
13.0,76.25,2020,10,4,89.38,21.05,2.87
13.0,76.875,2020,10,4,88.49,21.47,3.67
13.0,77.5,2020,10,4,88.17,21.21,4.15
13.0,78.125,2020,10,4,85.41,21.86,4.69
13.0,78.75,2020,10,4,82.54,23.75,4.74
13.0,79.375,2020,10,4,80.91,25.94,4.46
13.0,80.0,2020,10,4,81.11,27.43,5.09
13.5,76.25,2020,10,4,88.84,21.43,2.67
13.5,76.875,2020,10,4,89.29,21.26,3.73
13.5,77.5,2020,10,4,88.28,21.09,4.19
13.5,78.125,2020,10,4,86.26,21.58,4.97
13.5,78.75,2020,10,4,83.99,22.89,5.66
13.5,79.375,2020,10,4,81.48,25.07,5.06
13.5,80.0,2020,10,4,79.56,27.16,5.45
8.5,76.25,2020,10,5,81.22,27.46,7.55
8.5,76.875,2020,10,5,85.18,26.08,6.07
8.5,77.5,2020,10,5,77.96,25.84,5.51
8.5,78.125,2020,10,5,67.02,29.22,5.7
8.5,78.75,2020,10,5,77.91,28.13,6.05
8.5,79.375,2020,10,5,80.7,27.77,6.43
8.5,80.0,2020,10,5,74.28,28.09,5.63
9.0,76.25,2020,10,5,81.21,27.26,6.8
9.0,76.875,2020,10,5,86.15,24.99,3.74
9.0,77.5,2020,10,5,76.89,25.81,4.48
9.0,78.125,2020,10,5,60.36,29.73,4.05
9.0,78.75,2020,10,5,69.52,29.12,4.24
9.0,79.375,2020,10,5,77.01,28.28,5.47
9.0,80.0,2020,10,5,73.33,28.53,5.26
9.5,76.25,2020,10,5,81.44,27.06,6.04
9.5,76.875,2020,10,5,85.5,23.78,2.6
9.5,77.5,2020,10,5,73.88,25.06,2.67
9.5,78.125,2020,10,5,59.37,29.41,2.1
9.5,78.75,2020,10,5,61.43,29.55,2.89
9.5,79.375,2020,10,5,71.62,28.89,4.48
9.5,80.0,2020,10,5,73.63,28.74,4.94
10.0,76.25,2020,10,5,84.65,26.24,4.35
10.0,76.875,2020,10,5,87.14,22.01,1.9
10.0,77.5,2020,10,5,74.14,23.5,2.78
10.0,78.125,2020,10,5,62.87,27.95,2.23
10.0,78.75,2020,10,5,62.06,28.91,2.4
10.0,79.375,2020,10,5,69.99,28.83,4.05
10.0,80.0,2020,10,5,74.16,28.84,5.15
10.5,76.25,2020,10,5,86.31,25.61,3.59
10.5,76.875,2020,10,5,87.46,23.01,2.5
10.5,77.5,2020,10,5,74.08,24.85,4.41
10.5,78.125,2020,10,5,67.12,27.48,3.83
10.5,78.75,2020,10,5,67.37,28.26,3.32
10.5,79.375,2020,10,5,70.89,28.47,3.96
10.5,80.0,2020,10,5,75.06,28.71,5.11
11.0,76.25,2020,10,5,86.89,24.04,2.68
11.0,76.875,2020,10,5,83.04,23.77,2.91
11.0,77.5,2020,10,5,71.65,26.77,4.19
11.0,78.125,2020,10,5,69.36,27.62,3.9
11.0,78.75,2020,10,5,70.88,27.79,3.49
11.0,79.375,2020,10,5,70.79,28.53,3.43
11.0,80.0,2020,10,5,75.81,28.62,4.3
11.5,76.25,2020,10,5,87.46,22.45,1.91
11.5,76.875,2020,10,5,79.47,23.08,2.81
11.5,77.5,2020,10,5,73.77,25.9,2.43
11.5,78.125,2020,10,5,72.72,26.77,2.67
11.5,78.75,2020,10,5,72.67,27.04,2.8
11.5,79.375,2020,10,5,69.6,28.83,2.55
11.5,80.0,2020,10,5,75.66,28.65,3.48
12.0,76.25,2020,10,5,86.67,22.12,2.29
12.0,76.875,2020,10,5,80.17,23.0,2.9
12.0,77.5,2020,10,5,80.11,23.88,2.26
12.0,78.125,2020,10,5,77.61,25.23,2.89
12.0,78.75,2020,10,5,75.11,26.22,2.97
12.0,79.375,2020,10,5,70.47,28.52,2.62
12.0,80.0,2020,10,5,74.84,28.65,2.95
12.5,76.25,2020,10,5,84.95,21.99,2.87
12.5,76.875,2020,10,5,81.36,23.2,3.2
12.5,77.5,2020,10,5,81.98,23.18,3.43
12.5,78.125,2020,10,5,79.83,24.04,3.94
12.5,78.75,2020,10,5,76.86,25.67,3.78
12.5,79.375,2020,10,5,73.85,27.45,3.54
12.5,80.0,2020,10,5,74.53,28.44,3.07
13.0,76.25,2020,10,5,85.81,21.5,2.94
13.0,76.875,2020,10,5,82.87,22.4,3.44
13.0,77.5,2020,10,5,83.11,22.19,3.94
13.0,78.125,2020,10,5,81.61,22.76,4.6
13.0,78.75,2020,10,5,77.06,24.69,4.82
13.0,79.375,2020,10,5,74.61,26.62,4.53
13.0,80.0,2020,10,5,75.99,27.9,4.43
13.5,76.25,2020,10,5,85.38,21.54,3.12
13.5,76.875,2020,10,5,83.85,21.88,3.82
13.5,77.5,2020,10,5,82.88,22.04,4.19
13.5,78.125,2020,10,5,81.38,22.52,4.99
13.5,78.75,2020,10,5,77.72,23.68,5.57
13.5,79.375,2020,10,5,74.26,25.78,5.29
13.5,80.0,2020,10,5,73.45,27.8,5.63
8.5,76.25,2020,10,6,81.2,27.42,6.53
8.5,76.875,2020,10,6,87.14,26.12,5.3
8.5,77.5,2020,10,6,81.4,26.19,4.51
8.5,78.125,2020,10,6,71.53,29.26,5.2
8.5,78.75,2020,10,6,83.25,27.81,6.29
8.5,79.375,2020,10,6,84.36,27.68,6.54
8.5,80.0,2020,10,6,78.37,28.06,5.32
9.0,76.25,2020,10,6,83.06,27.25,6.15
9.0,76.875,2020,10,6,88.36,25.35,3.38
9.0,77.5,2020,10,6,80.29,26.42,3.9
9.0,78.125,2020,10,6,64.34,30.34,3.68
9.0,78.75,2020,10,6,74.58,29.07,4.75
9.0,79.375,2020,10,6,81.31,28.31,5.89
9.0,80.0,2020,10,6,78.1,28.52,5.34
9.5,76.25,2020,10,6,83.6,27.16,5.72
9.5,76.875,2020,10,6,87.97,24.54,2.24
9.5,77.5,2020,10,6,78.67,26.0,2.0
9.5,78.125,2020,10,6,64.31,30.13,2.13
9.5,78.75,2020,10,6,66.5,30.08,3.34
9.5,79.375,2020,10,6,77.74,28.98,4.67
9.5,80.0,2020,10,6,79.08,28.8,5.07
10.0,76.25,2020,10,6,86.48,26.49,4.36
10.0,76.875,2020,10,6,89.38,23.06,1.66
10.0,77.5,2020,10,6,76.73,24.83,1.28
10.0,78.125,2020,10,6,67.14,28.95,1.51
10.0,78.75,2020,10,6,67.49,29.71,2.32
10.0,79.375,2020,10,6,74.39,29.41,3.55
10.0,80.0,2020,10,6,78.62,29.05,4.55
10.5,76.25,2020,10,6,87.72,26.1,3.63
10.5,76.875,2020,10,6,89.09,23.96,2.44
10.5,77.5,2020,10,6,76.5,25.85,2.98
10.5,78.125,2020,10,6,71.09,28.43,2.26
10.5,78.75,2020,10,6,71.19,29.12,2.44
10.5,79.375,2020,10,6,73.38,29.33,2.98
10.5,80.0,2020,10,6,77.83,29.13,4.19
11.0,76.25,2020,10,6,88.0,24.78,2.6
11.0,76.875,2020,10,6,84.61,24.73,2.52
11.0,77.5,2020,10,6,74.65,27.55,3.19
11.0,78.125,2020,10,6,72.87,28.41,2.57
11.0,78.75,2020,10,6,73.34,28.5,2.48
11.0,79.375,2020,10,6,73.35,29.16,2.62
11.0,80.0,2020,10,6,77.69,29.04,3.91
11.5,76.25,2020,10,6,88.01,23.37,1.67
11.5,76.875,2020,10,6,81.04,24.21,1.74
11.5,77.5,2020,10,6,74.99,26.91,1.62
11.5,78.125,2020,10,6,74.05,27.62,1.93
11.5,78.75,2020,10,6,74.69,27.62,2.09
11.5,79.375,2020,10,6,72.39,29.28,2.07
11.5,80.0,2020,10,6,76.72,29.09,3.55
12.0,76.25,2020,10,6,86.82,23.17,1.67
12.0,76.875,2020,10,6,80.86,24.13,1.88
12.0,77.5,2020,10,6,78.89,24.98,1.54
12.0,78.125,2020,10,6,76.36,26.2,2.12
12.0,78.75,2020,10,6,75.95,26.85,2.18
12.0,79.375,2020,10,6,73.21,28.95,2.0
12.0,80.0,2020,10,6,75.67,29.15,3.03
12.5,76.25,2020,10,6,85.25,23.1,1.81
12.5,76.875,2020,10,6,81.21,24.17,2.2
12.5,77.5,2020,10,6,80.3,24.11,2.5
12.5,78.125,2020,10,6,77.43,24.93,2.77
12.5,78.75,2020,10,6,76.17,26.24,2.6
12.5,79.375,2020,10,6,76.68,27.66,2.36
12.5,80.0,2020,10,6,76.49,28.74,2.68
13.0,76.25,2020,10,6,85.68,22.67,2.03
13.0,76.875,2020,10,6,83.39,23.2,2.55
13.0,77.5,2020,10,6,83.22,22.85,2.94
13.0,78.125,2020,10,6,81.05,23.22,3.38
13.0,78.75,2020,10,6,76.65,25.15,3.48
13.0,79.375,2020,10,6,74.62,27.12,2.9
13.0,80.0,2020,10,6,75.75,28.36,2.81
13.5,76.25,2020,10,6,84.87,22.92,2.35
13.5,76.875,2020,10,6,84.17,23.0,2.83
13.5,77.5,2020,10,6,84.03,22.7,3.06
13.5,78.125,2020,10,6,83.08,22.8,3.63
13.5,78.75,2020,10,6,80.66,23.95,4.21
13.5,79.375,2020,10,6,76.59,26.25,3.83
13.5,80.0,2020,10,6,73.81,28.33,3.4
8.5,76.25,2020,10,7,80.97,27.54,6.79
8.5,76.875,2020,10,7,86.78,26.21,5.44
8.5,77.5,2020,10,7,82.74,26.04,5.09
8.5,78.125,2020,10,7,73.05,29.22,5.64
8.5,78.75,2020,10,7,82.42,28.18,6.51
8.5,79.375,2020,10,7,84.38,27.63,7.32
8.5,80.0,2020,10,7,80.7,27.36,6.16
9.0,76.25,2020,10,7,83.1,27.39,6.36
9.0,76.875,2020,10,7,89.26,25.4,3.53
9.0,77.5,2020,10,7,84.31,26.0,4.28
9.0,78.125,2020,10,7,73.32,29.11,4.49
9.0,78.75,2020,10,7,78.74,28.91,4.98
9.0,79.375,2020,10,7,83.15,28.24,6.78
9.0,80.0,2020,10,7,80.82,27.91,6.3
9.5,76.25,2020,10,7,84.32,27.27,5.8
9.5,76.875,2020,10,7,89.69,24.29,2.42
9.5,77.5,2020,10,7,83.65,25.56,2.42
9.5,78.125,2020,10,7,73.58,29.45,2.54
9.5,78.75,2020,10,7,74.5,29.64,3.39
9.5,79.375,2020,10,7,80.93,28.94,5.83
9.5,80.0,2020,10,7,81.31,28.5,6.5
10.0,76.25,2020,10,7,87.15,26.67,4.36
10.0,76.875,2020,10,7,90.37,22.89,1.85
10.0,77.5,2020,10,7,82.23,24.65,2.49
10.0,78.125,2020,10,7,75.26,28.59,2.4
10.0,78.75,2020,10,7,73.53,29.6,2.5
10.0,79.375,2020,10,7,77.37,29.53,4.07
10.0,80.0,2020,10,7,80.94,28.96,5.73
10.5,76.25,2020,10,7,89.25,26.23,3.6
10.5,76.875,2020,10,7,90.66,23.81,2.65
10.5,77.5,2020,10,7,82.95,25.06,4.13
10.5,78.125,2020,10,7,77.98,27.67,3.71
10.5,78.75,2020,10,7,76.42,28.86,3.09
10.5,79.375,2020,10,7,76.39,29.46,3.24
10.5,80.0,2020,10,7,79.62,29.19,4.65
11.0,76.25,2020,10,7,90.97,24.66,2.7
11.0,76.875,2020,10,7,88.96,24.32,2.77
11.0,77.5,2020,10,7,82.71,26.53,3.86
11.0,78.125,2020,10,7,79.92,27.66,3.47
11.0,78.75,2020,10,7,79.42,28.18,2.99
11.0,79.375,2020,10,7,77.73,29.15,2.98
11.0,80.0,2020,10,7,79.7,29.17,4.03
11.5,76.25,2020,10,7,91.71,23.25,1.98
11.5,76.875,2020,10,7,86.99,23.8,2.13
11.5,77.5,2020,10,7,82.84,26.4,1.8
11.5,78.125,2020,10,7,81.36,27.38,1.83
11.5,78.75,2020,10,7,80.51,27.58,2.0
11.5,79.375,2020,10,7,78.32,29.1,2.59
11.5,80.0,2020,10,7,80.8,29.07,3.88
12.0,76.25,2020,10,7,90.02,23.39,2.07
12.0,76.875,2020,10,7,85.7,24.06,2.37
12.0,77.5,2020,10,7,83.98,24.83,1.65
12.0,78.125,2020,10,7,82.09,26.27,1.76
12.0,78.75,2020,10,7,80.94,26.98,1.92
12.0,79.375,2020,10,7,78.43,28.88,2.24
12.0,80.0,2020,10,7,81.11,29.06,3.69
12.5,76.25,2020,10,7,87.51,23.62,2.37
12.5,76.875,2020,10,7,84.62,24.25,2.82
12.5,77.5,2020,10,7,83.16,24.16,2.6
12.5,78.125,2020,10,7,81.29,25.24,2.22
12.5,78.75,2020,10,7,80.67,26.61,2.15
12.5,79.375,2020,10,7,80.13,28.13,2.23
12.5,80.0,2020,10,7,80.73,29.06,3.23
13.0,76.25,2020,10,7,87.05,23.23,2.6
13.0,76.875,2020,10,7,85.16,23.46,3.14
13.0,77.5,2020,10,7,85.24,23.07,3.02
13.0,78.125,2020,10,7,82.8,23.74,2.77
13.0,78.75,2020,10,7,80.08,25.57,2.68
13.0,79.375,2020,10,7,79.24,27.57,2.5
13.0,80.0,2020,10,7,79.65,28.94,3.12
13.5,76.25,2020,10,7,85.75,23.37,2.94
13.5,76.875,2020,10,7,85.01,23.44,3.33
13.5,77.5,2020,10,7,84.81,23.16,3.24
13.5,78.125,2020,10,7,84.18,23.35,3.34
13.5,78.75,2020,10,7,81.59,24.57,3.33
13.5,79.375,2020,10,7,78.23,26.86,2.84
13.5,80.0,2020,10,7,77.59,28.78,3.2
8.5,76.25,2020,10,8,81.33,27.68,4.91
8.5,76.875,2020,10,8,88.75,25.95,3.84
8.5,77.5,2020,10,8,86.75,25.27,3.45
8.5,78.125,2020,10,8,77.25,28.48,4.61
8.5,78.75,2020,10,8,83.49,28.05,5.66
8.5,79.375,2020,10,8,85.54,27.7,6.51
8.5,80.0,2020,10,8,83.08,27.42,5.73
9.0,76.25,2020,10,8,84.28,27.26,4.75
9.0,76.875,2020,10,8,92.79,24.79,2.45
9.0,77.5,2020,10,8,90.49,24.84,3.0
9.0,78.125,2020,10,8,78.82,27.9,3.8
9.0,78.75,2020,10,8,81.41,28.3,4.35
9.0,79.375,2020,10,8,84.97,28.11,5.92
9.0,80.0,2020,10,8,83.73,27.79,5.82
9.5,76.25,2020,10,8,87.45,26.91,4.81
9.5,76.875,2020,10,8,94.66,23.9,1.73
9.5,77.5,2020,10,8,91.27,24.34,1.66
9.5,78.125,2020,10,8,80.49,27.82,2.38
9.5,78.75,2020,10,8,82.21,28.11,2.86
9.5,79.375,2020,10,8,83.25,28.56,4.98
9.5,80.0,2020,10,8,83.76,28.3,6.0
10.0,76.25,2020,10,8,91.04,26.38,3.83
10.0,76.875,2020,10,8,95.17,22.75,1.32
10.0,77.5,2020,10,8,88.46,23.6,1.35
10.0,78.125,2020,10,8,81.1,27.23,1.76
10.0,78.75,2020,10,8,83.49,27.74,2.05
